mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-116.40688,8.254996,-0.023339272,10.351371,-2.623596,6.5574994,-6.5558248,4.1729836,-6.840582,4.7237334,-6.4095974,4.3103647,-6.648369,tutup
-644.86694,108.736244,28.319895,22.288649,7.1323814,8.754521,0.3583384,3.9301353,4.5552692,1.3702052,-2.3503723,-5.8546777,2.705322,tutup
-15.554927,1.6884093,4.822249,3.330893,1.1543084,-0.7632334,-1.1111178,-1.1803067,-0.73557526,-0.87815034,-1.3932433,-1.4896059,-1.9803514,tutup
-636.72046,110.48007,27.06789,24.422188,6.913449,9.903336,-1.4476628,4.7259927,4.972121,1.3727949,-3.5412076,-5.665971,3.2964704,tutup
-363.02313,3.3483965,6.517422,4.9326053,2.4956064,-0.04007056,-1.5951965,-1.4706517,-0.56981677,-0.1430925,-0.7087354,-1.2746134,-1.4892622,tutup
-106.31293,-0.67746276,2.8057702,2.5450444,1.3199251,0.38134247,-0.2344305,-0.54989654,-0.5274126,-1.1044395,-1.6898372,-1.5305078,-1.0596833,tutup
-369.24066,14.124631,12.249824,9.293936,5.0937786,0.69338,-0.12394265,1.2335248,1.5836121,0.19665892,-1.7457907,-2.1564846,-1.6232971,tutup
-467.79678,8.192556,8.425084,6.735212,4.3023605,1.3098094,-0.4313228,-0.51852274,0.4436716,0.55420196,-0.077791445,-1.0801319,-1.2618855,tutup
-715.6014,92.561,24.361761,21.298105,8.084243,10.207316,3.090432,0.013379156,4.7677345,3.5248663,4.3246217,-3.351848,-1.26505,tutup
-368.43048,0.9577183,3.8866725,2.5115566,0.5243668,-1.3066721,-1.0859345,-0.6092675,-0.6061005,-1.1017365,-1.976754,-2.4416711,-2.101901,tutup
-110.132835,3.4625514,6.8544025,5.0221796,2.8694794,-0.25456995,-1.6539698,-1.5260226,-0.91091055,-1.075363,-1.8835683,-1.9343309,-1.9159987,tutup
-667.31104,105.0331,26.94259,20.965397,6.8635573,9.648699,-0.5207708,4.896906,4.9607964,1.7623245,-3.4456377,-4.4455266,3.2520523,tutup
-43.440403,19.434517,-12.233696,21.696606,-14.914698,17.265211,-17.727413,15.58295,-17.678316,15.510081,-16.918507,14.571905,-16.190321,tutup
-646.7437,103.06332,24.7712,23.529161,7.1313796,10.608496,0.45078343,1.9937708,5.5661936,2.7252426,1.6262345,-6.392759,1.3859489,tutup
-643.022,106.12784,30.790325,24.62676,9.668284,11.316541,2.4577048,2.0220366,4.251636,4.7616124,2.2272327,-3.6502223,-1.5715656,tutup
-43.85157,3.5928774,5.996484,4.021647,2.2802534,-0.33893338,-1.3805382,-1.0938853,-0.8432386,-1.1277866,-1.688538,-1.6470774,-1.722347,tutup
-285.60223,3.0389721,5.4541593,3.744891,1.66711,-0.28404704,-1.3351728,-0.83724016,-0.7680843,-0.7993054,-1.2468628,-1.4872061,-1.7248344,tutup
-137.48775,2.257456,4.341655,2.9138942,1.0959599,-0.57779974,-0.94003236,-0.9673081,-0.6516312,-0.73008895,-1.2096015,-1.2338481,-1.4820386,tutup
-364.2382,15.563616,12.638089,9.337047,5.368587,1.4523145,0.39592528,1.2502149,1.8333808,0.41351166,-1.0580513,-1.7518561,-1.516161,tutup
-254.50296,3.2107792,5.3580956,3.9017184,1.3384252,-0.9150196,-1.1396424,-0.8705018,-0.73502964,-1.0080049,-1.4188508,-1.5516798,-1.340684,tutup
-367.1009,8.259637,8.140257,6.4855857,3.1108844,-0.14312646,-0.76050055,0.30348086,0.6626192,-0.22864036,-1.7978274,-1.8086982,-1.2200873,tutup
-6.743895,2.2034304,4.9170904,3.3604448,1.2403468,-0.70814735,-1.1048218,-1.2517414,-0.8661994,-0.82133,-1.3547245,-1.4499724,-1.7338272,tutup
-15.0088215,12.838645,-7.4734707,15.41417,-9.864389,12.16983,-12.327738,10.922213,-12.259397,11.193312,-12.315967,10.372157,-12.412069,tutup
-390.9742,17.64723,5.413758,14.436149,-0.32308924,7.536967,-6.238369,5.857861,-4.1768484,6.4391255,-6.0906167,4.12667,-6.6314893,tutup
-665.7091,114.55767,27.06134,26.858738,9.128062,12.738668,3.3938615,-0.4893167,5.6685295,3.1038766,5.262802,-4.244671,-2.9223588,tutup
-636.51263,113.57644,26.21379,26.09928,7.0451837,11.58075,0.21709974,1.9177785,5.773572,2.5304654,1.8417838,-6.952985,1.4249424,tutup
-667.98706,107.36839,25.67322,23.640352,7.4790993,11.232662,0.44329122,1.866096,5.7836823,3.0108464,1.7337127,-6.4505625,1.5339334,tutup
-268.5168,2.1970716,5.4303164,4.4681826,2.6708264,0.08954663,-1.2255298,-1.1469984,-0.59947115,-0.852101,-1.4537084,-1.7819643,-2.287737,tutup
-353.62695,5.498253,5.541011,6.7999954,1.4113882,1.5501329,-2.3757308,0.7022913,-1.3106762,0.89048487,-2.7834237,-0.37039426,-3.3230693,tutup
-696.75775,87.01632,25.33153,15.994554,6.40986,6.669275,1.0185308,4.48355,3.549699,0.2841695,-3.9452834,-1.9605387,1.1580765,tutup
-109.290085,2.2995837,4.531487,3.0520675,1.1103184,-0.65504354,-0.96744823,-1.0361214,-0.6559565,-0.8433146,-1.3907417,-1.4724889,-1.6717653,tutup
-645.9925,108.82426,29.181295,22.430904,7.8646097,8.681343,0.16784824,4.119902,4.9548683,1.3126695,-3.0268338,-5.7429686,2.7290692,tutup
-422.30185,1.9283217,5.096989,3.9639452,1.7837462,-0.12508398,-1.0359179,-1.0404968,-0.62463903,-0.4339828,-0.8127626,-0.52036107,-1.0614209,tutup
-719.4037,106.47612,30.452236,24.416456,9.45571,11.185994,2.3113012,2.1066751,4.46761,4.4080563,1.8955308,-4.1504183,-0.9048882,tutup
-252.75775,20.537016,-16.601675,23.58769,-18.045313,20.87359,-19.601078,18.88226,-19.873495,17.735907,-18.782959,16.355669,-18.33532,tutup
